Extracted Text,Reward,Prompt Name,Prompt Text,GoldenSolFull,WholeModule,TrimmedModule
"
    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;
    
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;
    
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;
    
endmodule
"
"// Using assign statement to drive output wires directly

assign p1y = p1a & p1b & p1c & p1d & p1e & p1f;
assign p2y = p2a & p2b & p2c & p2d;

endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );
// Using assign statement to drive output wires directly

assign p1y = p1a & p1b & p1c & p1d & p1e & p1f;
assign p2y = p2a & p2b & p2c & p2d;

endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );
// Using assign statement to drive output wires directly

assign p1y = p1a & p1b & p1c & p1d & p1e & p1f;
assign p2y = p2a & p2b & p2c & p2d;

endmodule
"
"// Using assign statements to directly drive the output wires

assign p1y = (p1a & p1b & p1c & p1d) | (p1e & p1f);
assign p2y = (p2a & p2b & p2c & p2d); 

endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );
// Using assign statements to directly drive the output wires

assign p1y = (p1a & p1b & p1c & p1d) | (p1e & p1f);
assign p2y = (p2a & p2b & p2c & p2d); 

endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );
// Using assign statements to directly drive the output wires

assign p1y = (p1a & p1b & p1c & p1d) | (p1e & p1f);
assign p2y = (p2a & p2b & p2c & p2d); 

endmodule
"
"
    wire p1and1, p1and2, p1and3, p1and4, p1or1;

    assign p1and1 = p1a & p1b;
    assign p1and2 = p1c & p1d;
    assign p1and3 = p1e & p1f;
    assign p1and4 = p1and1 & p1and2;
    assign p1or1 = p1and3 | p1and4;

    assign p1y = p1or1;

    wire p2and1, p2and2, p2or1;

    assign p2and1 = p2a & p2b;
    assign p2and2 = p2c & p2d;
    assign p2or1 = p2and1 | p2and2;

    assign p2y = p2or1;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire p1and1, p1and2, p1and3, p1and4, p1or1;

    assign p1and1 = p1a & p1b;
    assign p1and2 = p1c & p1d;
    assign p1and3 = p1e & p1f;
    assign p1and4 = p1and1 & p1and2;
    assign p1or1 = p1and3 | p1and4;

    assign p1y = p1or1;

    wire p2and1, p2and2, p2or1;

    assign p2and1 = p2a & p2b;
    assign p2and2 = p2c & p2d;
    assign p2or1 = p2and1 | p2and2;

    assign p2y = p2or1;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire p1and1, p1and2, p1and3, p1and4, p1or1;

    assign p1and1 = p1a & p1b;
    assign p1and2 = p1c & p1d;
    assign p1and3 = p1e & p1f;
    assign p1and4 = p1and1 & p1and2;
    assign p1or1 = p1and3 | p1and4;

    assign p1y = p1or1;

    wire p2and1, p2and2, p2or1;

    assign p2and1 = p2a & p2b;
    assign p2and2 = p2c & p2d;
    assign p2or1 = p2and1 | p2and2;

    assign p2y = p2or1;
endmodule
"
"
    wire p1_intermediate1, p1_intermediate2, p2_intermediate1, p2_intermediate2;

    assign p1_intermediate1 = p1a & p1b & p1c & p1d;
    assign p1_intermediate2 = p1e & p1f;
    assign p1y = p1_intermediate1 | p1_intermediate2;

    assign p2_intermediate1 = p2a & p2b & p2c;
    assign p2_intermediate2 = p2d;
    assign p2y = p2_intermediate1 | p2_intermediate2;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire p1_intermediate1, p1_intermediate2, p2_intermediate1, p2_intermediate2;

    assign p1_intermediate1 = p1a & p1b & p1c & p1d;
    assign p1_intermediate2 = p1e & p1f;
    assign p1y = p1_intermediate1 | p1_intermediate2;

    assign p2_intermediate1 = p2a & p2b & p2c;
    assign p2_intermediate2 = p2d;
    assign p2y = p2_intermediate1 | p2_intermediate2;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire p1_intermediate1, p1_intermediate2, p2_intermediate1, p2_intermediate2;

    assign p1_intermediate1 = p1a & p1b & p1c & p1d;
    assign p1_intermediate2 = p1e & p1f;
    assign p1y = p1_intermediate1 | p1_intermediate2;

    assign p2_intermediate1 = p2a & p2b & p2c;
    assign p2_intermediate2 = p2d;
    assign p2y = p2_intermediate1 | p2_intermediate2;
endmodule
"
"
    wire and1_out, and2_out, and3_out, and4_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign p1y = and1_out | and2_out;
    assign p2y = and3_out | and4_out;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign p1y = and1_out | and2_out;
    assign p2y = and3_out | and4_out;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign p1y = and1_out | and2_out;
    assign p2y = and3_out | and4_out;
endmodule
"
"
    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or1_out;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or1_out;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b & p2c & p2d;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or1_out;
endmodule
"
"
    wire w1, w2, w3, w4;

    assign w1 = p1a & p1b & p1c & p1d;
    assign w2 = p1e & p1f;
    assign w3 = p2a & p2b & p2c & p2d;
    assign w4 = w1 | w2;

    assign p1y = w4;
    assign p2y = w3;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire w1, w2, w3, w4;

    assign w1 = p1a & p1b & p1c & p1d;
    assign w2 = p1e & p1f;
    assign w3 = p2a & p2b & p2c & p2d;
    assign w4 = w1 | w2;

    assign p1y = w4;
    assign p2y = w3;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire w1, w2, w3, w4;

    assign w1 = p1a & p1b & p1c & p1d;
    assign w2 = p1e & p1f;
    assign w3 = p2a & p2b & p2c & p2d;
    assign w4 = w1 | w2;

    assign p1y = w4;
    assign p2y = w3;
endmodule
"
"
    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1d & p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;

endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1d & p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;

endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out, or2_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1d & p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2c & p2d;

    assign or1_out = and1_out | and2_out;
    assign or2_out = and3_out | and4_out;

    assign p1y = or1_out;
    assign p2y = or2_out;

endmodule
"
"
    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = and1_out | and2_out;
    assign p2y = or1_out;
endmodule
",-0.5,7458.v,"// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire abc1, def1, ab2, cd2;
    assign abc1 = p1c & p1b & p1a;
    assign def1 = p1f & p1e & p1d;
    assign p1y = abc1 | def1;
    
    assign ab2 = p2a & p2b;
    assign cd2 = p2c & p2d;
    assign p2y = ab2 | cd2;
    
endmodule","// The 7458 is a chip with four AND gates and two OR gates. 

// Create a module with the same functionality as the 7458 chip. 
// It has 10 inputs and 2 outputs. You may choose to use an assign statement 
// to drive each of the output wires, or you may choose to declare (four) wires 
// for use as intermediate signals, where each internal wire is driven by the 
// output of one of the AND gates. For extra practice, try it both ways.


// Hint: You need to drive two signals (p1y and p2y) with a value.

module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = and1_out | and2_out;
    assign p2y = or1_out;
endmodule
","module top_module ( 
    input p1a, p1b, p1c, p1d, p1e, p1f,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    wire and1_out, and2_out, and3_out, and4_out, or1_out;

    assign and1_out = p1a & p1b & p1c & p1d;
    assign and2_out = p1e & p1f;
    assign and3_out = p2a & p2b & p2c & p2d;
    assign and4_out = p2a & p2b;

    assign or1_out = and1_out | and2_out | and3_out | and4_out;

    assign p1y = and1_out | and2_out;
    assign p2y = or1_out;
endmodule
"
"
    // Internal signals
    reg [99:0] carry;
    reg [99:0] temp_sum;
    
    // Instantiate full adders
    genvar i;
    generate
        for (i = 0; i < 100; i = i + 1) begin : full_adder_gen
            full_adder full_adder_inst (
                .a(a[i]),
                .b(b[i]),
                .cin(carry[i]),
                .sum(temp_sum[i]),
                .cout(carry[i+1])
            );
        end
    endgenerate
    
    assign sum = temp_sum;
    assign cout = carry[100];
endmodule
",-1.0,Adder100.v,"// Create a 100-bit binary adder. The adder adds two 100-bit numbers and a carry-in to produce a 100-bit sum and carry out.

// Hint: There are too many full adders to instantiate, but behavioural code works in this case.

module top_module( 
    input [99:0] a, b,
    input cin,
    output cout,
    output [99:0] sum );","module top_module( 
    input [99:0] a, b,
    input cin,
    output cout,
    output [99:0] sum );
    
    wire [99:0] cout_tmp;
    assign sum[0] = a[0] ^ b[0] ^ cin;
    assign cout_tmp[0] = a[0] & b[0] | a[0] & cin | b[0] & cin;
    integer i;
    always @(*) begin
        for(i = 1; i < 100; i = i + 1) begin
            sum[i] = a[i] ^ b[i] ^ cout_tmp[i-1];
            cout_tmp[i] = a[i] & b[i] | a[i] & cout_tmp[i-1] | b[i] & cout_tmp[i-1];
        end
        cout = cout_tmp[99];
    end

endmodule","// Create a 100-bit binary adder. The adder adds two 100-bit numbers and a carry-in to produce a 100-bit sum and carry out.

// Hint: There are too many full adders to instantiate, but behavioural code works in this case.

module top_module( 
    input [99:0] a, b,
    input cin,
    output cout,
    output [99:0] sum );

    // Internal signals
    reg [99:0] carry;
    reg [99:0] temp_sum;
    
    // Instantiate full adders
    genvar i;
    generate
        for (i = 0; i < 100; i = i + 1) begin : full_adder_gen
            full_adder full_adder_inst (
                .a(a[i]),
                .b(b[i]),
                .cin(carry[i]),
                .sum(temp_sum[i]),
                .cout(carry[i+1])
            );
        end
    endgenerate
    
    assign sum = temp_sum;
    assign cout = carry[100];
endmodule
","module top_module( 
    input [99:0] a, b,
    input cin,
    output cout,
    output [99:0] sum );

    // Internal signals
    reg [99:0] carry;
    reg [99:0] temp_sum;
    
    // Instantiate full adders
    genvar i;
    generate
        for (i = 0; i < 100; i = i + 1) begin : full_adder_gen
            full_adder full_adder_inst (
                .a(a[i]),
                .b(b[i]),
                .cin(carry[i]),
                .sum(temp_sum[i]),
                .cout(carry[i+1])
            );
        end
    endgenerate
    
    assign sum = temp_sum;
    assign cout = carry[100];
endmodule
"
